GOID,Title,Date,Source Type,Authors,Publication ID,Publication Title,Publisher City,Publisher Province,Publisher Name,Publisher ZipCode,Object Type,Language,Start Page,Company Name,Company NAIC,Class Terms,Subject Terms
3108917641,Hezbollah Built Vast Arsenal In Lebanon to Confront Israel,2024-09-25,Newspapers,"['Malsin, Jared', 'Chamseddine, Adam']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.1,['Hezbollah-Party of God'],['813940'],['National Security'],"['Intelligence gathering', 'Military bases', 'Drones', 'Missiles', 'Militancy', 'Surveillance', 'Military air strikes', 'Military weapons', 'Military strategy', 'Israel Hamas War-2023']"
3108917646,Iran Is Waiting for a President Harris,2024-09-25,Newspapers,"['Gerecht, Reuel Marc', 'Takeyh, Ray']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.15,"['Hezbollah-Party of God', 'Democratic Party']","['813940', '813940']","['National Security', 'Political Organizations', 'Executive Offices']","['Diplomacy', 'Political parties', 'Political campaigns', 'International relations-US', 'Theocracy', 'Armed forces', 'Presidential elections', 'Candidates', 'Foreign policy']"
3108917654,U.S. News: Penn Suspends Law Professor Over Past Comments,2024-09-25,Newspapers,"['Vipers, Gareth', 'Albert, Victoria']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.3,['University of Pennsylvania'],['611310'],['Executive Offices'],"['Immigration policy', 'Speeches', 'Presidents', 'Students', 'Academic freedom', 'Freedom of speech', 'College professors', 'Expulsions & suspensions']"
3108917656,Biden Tilts at Hezbollah Windmills,2024-09-25,Newspapers,,10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.14,"['Hezbollah-Party of God', 'Hamas']","['813940', '813940']",,"['International relations-US', 'Israel Hamas War-2023', 'Foreign policy']"
3109016040,How should Americans feel about Israel's pager offensive? The issue is the need to pay attention,2024-09-25,Newspapers,,46852,Chicago Tribune,Chicago,IL,"Tribune Publishing Company, LLC",60611.0,Articles - All Types,English,7,"['Hezbollah-Party of God', 'Hamas']","['813940', '813940']",,"['Explosions', 'International disputes', 'International relations', 'Communications equipment']"
3109016056,Israel ratchets up Hezbollah attacks,2024-09-25,Newspapers,"['Kim, Victoria', 'Ward, Euan', 'Boxerman, Aaron']",46852,Chicago Tribune,Chicago,IL,"Tribune Publishing Company, LLC",60611.0,Articles - All Types,English,4,['Hezbollah-Party of God'],['813940'],,"['Missiles', 'Displaced persons', 'Military air strikes', 'Military engagements', 'International disputes', 'Military strategy', 'Casualties']"
3109514026,How a U.S. Ally Uses Aid as a Cover in War,2024-09-25,Newspapers,"['Walsh, Declan', 'Koettl, Christoph']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,,"['New York Times Co', 'United Nations--UN']","['513110', '516110', '516120', '928120']",,"['Paramilitary groups', 'Smuggling', 'Assaults', 'Humanitarianism', 'Airports', 'Famine', 'Atrocities', 'Drones', 'Civil war', 'Peace negotiations', 'Covert operations', 'Saturn', 'Truces & cease fires', 'Starvation']"
3109514033,Hezbollah Targets Tel Aviv as Israel Moves Forces Toward Lebanon,2024-09-26,Newspapers,"['Stack, Liam', 'Boxerman, Aaron', 'Fassihi, Farnaz', 'Levenson, Michael']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,,"['Hezbollah-Party of God', 'New York Times Co', 'United Nations--UN', 'Hamas']","['813940', '513110', '516110', '516120', '928120', '813940']",,"['Journalists', 'Diplomatic & consular services', 'Kibbutz', 'Missiles', 'Assassinations & assassination attempts', 'Military air strikes', 'Prime ministers', 'Military personnel', 'Truces & cease fires']"
3109527633,"In northern Israel, residents anxiously wait for Hezbollah's counterstrike",2024-09-26,Newspapers,"['Berger, Miriam', 'Levine, Heidi']",10327,The Washington Post,Washington,DC,WP Company LLC d/b/a The Washington Post,20071.0,Articles - All Types,English,A.11,"['Hezbollah-Party of God', 'Hamas']","['813940', '813940']",,"['War', 'Assassinations & assassination attempts', 'Buildings', 'Public buildings', 'Truces & cease fires']"
3109527695,U.S. officials at odds over ally's strategy of escalation,2024-09-26,Newspapers,"['Hudson, John', 'Nakashima, Ellen', 'Ryan, Missy', 'DeYoung, Karen', 'Harris, Shane']",10327,The Washington Post,Washington,DC,WP Company LLC d/b/a The Washington Post,20071.0,Articles - All Types,English,A.1,"['Hezbollah-Party of God', 'United Nations--UN', 'Hamas']","['813940', '928120', '813940']",,"['National security', 'Diplomatic & consular services', 'Violence', 'Leadership', 'Presidents', 'Military air strikes', 'Missile defense', 'Armed forces', 'Truces & cease fires', 'Military engagements', 'Israel Hamas War-2023']"
3109527698,Israel signals Lebanon assault,2024-09-26,Newspapers,"['Parker, Claire', 'Soroka, Lior', 'Haidamous, Suzan']",10327,The Washington Post,Washington,DC,WP Company LLC d/b/a The Washington Post,20071.0,Articles - All Types,English,A.1,"['Hezbollah-Party of God', 'Israel Defense Forces']","['813940', '928110']",,"['Infrastructure', 'National security', 'Military personnel', 'Diplomatic & consular services', 'Civil defense', 'Military engagements', 'Missiles', 'Israel Hamas War-2023', 'Armed forces']"
3109527766,"On the Israel-Lebanon border, a history of conflict",2024-09-26,Newspapers,"['Westfall, Sammy', 'Bisset, Victoria']",10327,The Washington Post,Washington,DC,WP Company LLC d/b/a The Washington Post,20071.0,Articles - All Types,English,A.10,"['Hezbollah-Party of God', 'United Nations--UN', 'United Nations Security Council', 'Hamas']","['813940', '928120', '928120', '813940']",,"['Economic crisis', 'Councils', 'Guerrilla forces', 'Civil war', 'Refugee camps', 'Militancy', 'Assassinations & assassination attempts']"
3109560873,"PERSPECTIVES; Is all-out war between Israel, Hezbollah coming? Unprecedented destruction could follow. Here's what to know about the crisis.",2024-09-26,Newspapers,"['Wilkinson, Tracy']",46999,Los Angeles Times,Los Angeles,CA,Los Angeles Times Communications LLC,,Articles - All Types,English,A.2,"['Hezbollah-Party of God', 'Hamas']","['813940', '813940']",,"['Militancy', 'Diplomatic & consular services', 'Truces & cease fires']"
3109560886,Pushing for public to get the picture on Gaza; Artists project graphic videos on L.A. landmarks showing humanitarian crisis.,2024-09-26,Newspapers,"['Rottenberg, Josh']",46999,Los Angeles Times,Los Angeles,CA,Los Angeles Times Communications LLC,,Articles - All Types,English,E.1,"['ArcLight', 'Academy Museum of Motion Pictures']","['513140', '712110']",,"['Motion pictures', 'Demonstrations & protests', 'Humanitarianism', 'Activist art', 'Museums']"
3109560903,THE WORLD; Israel prepares for possible invasion of Lebanon; Army chief warns troops at border as Hezbollah fires missile at Tel Aviv -- a first.,2024-09-26,Newspapers,"['Lidman, Melanie', 'Goldenberg, Tia', 'Chehayeb, Kareem']",46999,Los Angeles Times,Los Angeles,CA,Los Angeles Times Communications LLC,,Articles - All Types,English,A.3,"['Hezbollah-Party of God', 'Hamas']","['813940', '813940']",,"['War', 'Missiles', 'Militancy', 'Military air strikes', 'Rockets', 'Truces & cease fires']"
3109563250,Tel Aviv Target of Missle Shot From Lebanon,2024-09-26,Newspapers,"['Stack, Liam', 'Boxerman, Aaron', 'Fassihi, Farnaz', 'Levenson, Michael']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.1,"['Hezbollah-Party of God', 'United Nations--UN', 'Environmental Protection Agency--EPA', 'Hamas']","['813940', '928120', '924110', '813940']",,"['Diplomatic & consular services', 'Missiles', 'Assassinations & assassination attempts', 'Military air strikes', 'Prime ministers', 'Military personnel', 'Truces & cease fires']"
3109563260,What Should Israel Do?,2024-09-26,Newspapers,"['Friedman, Thomas L']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.24,"['Hezbollah-Party of God', 'Palestinian National Authority', 'Hamas']","['813940', '921190', '813940']",,"['Political leadership', 'Palestinian people', 'Prime ministers', 'Truces & cease fires', 'Israel Hamas War-2023']"
3109563269,Cruz Is Again in Fight For His Political Life In a Texas Senate Race,2024-09-26,Newspapers,"['Goodman, J David']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.20,"['National Football League--NFL', 'iHeartMedia Inc', 'Senate-US']","['711211', '813990', '516110', '516120', '516210', '541850', '921120']",,"['Professional football', 'Political campaigns', 'Negative campaigning', 'Candidates', 'Abortion', 'Voters', 'Congressional elections', 'Political advertising', 'Voter behavior']"
3109563278,"Brandeis President Steps Down Amid Drops in Enrollment, Budget Issues and Protests",2024-09-26,Newspapers,"['Saul, Stephanie']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.16,"['Columbia University', 'Brandeis University']","['611310', '611310']",,"['Antisemitism', 'Fund raising', 'College presidents', 'Students', 'Colleges & universities', 'College campuses', 'No confidence motions & votes']"
3109563282,Zelensky Warns U.N. Against Freezing War,2024-09-26,Newspapers,"['Macfarquhar, Neil', 'Fassihi, Farnaz']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.10,"['Hezbollah-Party of God', 'United Nations--UN']","['813940', '928120']",,"['Councils', 'Diplomatic & consular services', 'War', 'Nazi groups', 'Presidents', 'Developing countries--LDCs', 'Nuclear power plants', 'Truces & cease fires', 'International relations']"
3109563285,Some Advice for Young Conservatives,2024-09-26,Newspapers,"['George, Robert P']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.25,,,,"['Students', 'Abortion', 'College campuses', 'Extracurricular activities', 'College students', 'Conservatism', 'School violence', 'Ideology', 'Political violence']"
3109563299,Privileged Brothers Whose Crime Still Fascinates,2024-09-26,Newspapers,"['Gonzalez, Shivani']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,C.3,['Netflix Inc'],"['512120', '518210', '532282']",,"['Tennis', 'Parents & parenting', 'Criminal sentences', 'Evidence', 'Serial crime', 'Conspiracy', 'Sex crimes', 'Sexual abuse', 'Trials', 'True crime']"
3109563306,Iran's Dilemma: How to Preserve Its Proxies and Avoid Full-Scale War,2024-09-26,Newspapers,"['Erlanger, Steven']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.6,"['Hezbollah-Party of God', 'United Nations--UN', 'Hamas']","['813940', '928120', '813940']",,"['Diplomacy', 'International relations', 'Diplomatic & consular services', 'Bombings', 'Defense', 'Assassinations & assassination attempts', 'Israel Hamas War-2023']"
3109563308,Sneaking Weapons Under Humanitarian Cloak,2024-09-26,Newspapers,"['Walsh, Declan', 'Koettl, Christoph']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.1,['United Nations--UN'],['928120'],,"['Paramilitary groups', 'Smuggling', 'Assaults', 'Humanitarianism', 'Airports', 'Famine', 'Presidents', 'Atrocities', 'Drones', 'Civil war', 'Peace negotiations', 'Covert operations', 'Truces & cease fires', 'Saturn', 'Starvation', 'Air warfare', 'Military weapons']"
3109563315,U.S. Working With France To Draft Plan For Cease-Fire,2024-09-26,Newspapers,"['Shear, Michael D', 'Wong, Edward', 'Fassihi, Farnaz']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.6,"['Hezbollah-Party of God', 'Hamas']","['813940', '813940']",,"['Diplomacy', 'Diplomatic & consular services', 'Violence', 'Leadership', 'Presidents', 'International relations-US', 'Prime ministers', 'Truces & cease fires', 'Israel Hamas War-2023']"
3109573660,World News: White House Presses for 21-Day Pause in Fighting,2024-09-26,Newspapers,"['Seligman, Lara', 'Youssef, Nancy A', 'Ward, Alexander']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.8,"['Hezbollah-Party of God', 'Hamas']","['813940', '813940']",,"['Prime ministers', 'Truces & cease fires', 'Israel Hamas War-2023']"
3109573663,Israel Tells Troops to Prepare For Possible Lebanon Invasion,2024-09-26,Newspapers,"['Abdel-Baqui, Omar', 'Kalin, Stephen']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.1,"['Hezbollah-Party of God', 'Hamas']","['813940', '813940']",,"['Palestinian people', 'Militancy', 'Assassinations & assassination attempts', 'Military air strikes', 'Truces & cease fires', 'Air warfare', 'War', 'Military strategy', 'Military readiness']"
3109573685,World-Wide,2024-09-26,Newspapers,,10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.1,['Senate-US'],['921120'],,
3109573714,World News: Netanyahu Resists Pleas to End Conflicts --- World leaders at the U.N. are intensifying pressure on Israel to stop the war in Gaza,2024-09-26,Newspapers,,10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.8,"['Hezbollah-Party of God', 'International Court of Justice']","['813940', '922110']",,"['Humanitarian aid', 'Think tanks', 'Councils', 'International courts', 'Truces & cease fires', 'Israel Hamas War-2023']"
3109573715,How Yale Plans to Commemorate the Oct. 7 Massacre,2024-09-26,Newspapers,"['Tartak, Sahar']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.17,"['Yale University', 'Hamas']","['611310', '813940']",,"['Students', 'Muslims', 'Islamophobia', 'Xenophobia', 'Palestinian people', 'Antisemitism', 'Jewish people', 'Massacres', 'Genocide', 'Israel Hamas War-2023']"
3109573720,"The Art Market Is Tanking. Sotheby's Has Bigger Problems. --- Auction house, owned by leveraged billionaire Patrick Drahi, delays payments, awaiting financial lifeline from Abu Dhabi",2024-09-26,Newspapers,"['Crow, Kelly', 'Wirz, Matt', 'Foldy, Ben']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.1,"['Moodys Investors Service Inc', 'Sothebys']","['522110', '523940', '561450', '459920']",['Museums'],"['Artists', 'Credit ratings', 'Debt restructuring', 'Art markets', 'Art galleries & museums', 'Cash flow', 'Executives', 'Sales', 'Interest rates']"
3109637562,Zelenskyy calls for global focus to stay on Ukraine,2024-09-26,Newspapers,"['Fassihi, Farnaz']",46852,Chicago Tribune,Chicago,IL,"Tribune Publishing Company, LLC",60611.0,Articles - All Types,English,4,['United Nations--UN'],['928120'],,"['Presidents', 'Diplomatic & consular services', 'Truces & cease fires', 'Russia-Ukraine War', 'International relations', 'Military occupations']"
3110115916,"As the war widens and costs mount, Israel's economy is in 'serious danger'",2024-09-27,Newspapers,"['Chason, Rachel']",10327,The Washington Post,Washington,DC,WP Company LLC d/b/a The Washington Post,20071.0,Articles - All Types,English,A.13,['Hamas'],['813940'],,"['Military policy', 'Angel investors', 'Startups', 'Personal profiles', 'Employees', 'War', 'Bakeries', 'Gross Domestic Product--GDP', 'Research & development--R&D', 'Economic growth', 'Truces & cease fires']"
3110115983,Israel rejects three-week cease-fire with Hezbollah,2024-09-27,Newspapers,"['DeYoung, Karen', 'Chason, Rachel']",10327,The Washington Post,Washington,DC,WP Company LLC d/b/a The Washington Post,20071.0,Articles - All Types,English,A.1,"['Hezbollah-Party of God', 'Hamas', 'Israel Defense Forces']","['813940', '813940', '928110']",,"['National security', 'Prime ministers', 'Truces & cease fires', 'Military engagements', 'Israel Hamas War-2023']"
3110161407,Some Israelis Displaced Since Oct. 7 Feel Deserted,2024-09-27,Newspapers,"['Rasgon, Adam', 'Sobelman, Gabby']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.6,"['Hezbollah-Party of God', 'Hamas']","['813940', '813940']",,"['Kibbutz', 'War', 'Truces & cease fires', 'Displaced persons', 'Israel Hamas War-2023']"
3110161414,Parts of Southern Lebanon in Ruins After Wave of Israeli Airstrikes,2024-09-27,Newspapers,"['Leatherby, Lauren', 'Toler, Aric']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.8,['Hezbollah-Party of God'],['813940'],,"['Displaced persons', 'Military air strikes', 'Cities']"
3110161429,House Republicans Head Home With Little to Brag About,2024-09-27,Newspapers,"['Karni, Annie']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.15,"['Congress-US', 'Republican Party', 'House of Representatives-US']","['921120', '813940', '921120']",,"['Appropriations', 'Speeches', 'Citizenship', 'Election results', 'Legislation', 'Presidential elections', 'Scandals', 'Voters', 'Congressional elections', 'Funding', 'Legislators']"
3110161443,What Drove Jonathan Holloway to Quit,2024-09-27,Newspapers,"['Paul, Pamela']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.22,['Rutgers University'],['611310'],,"['College presidents', 'Leadership', 'Listening', 'Students', 'Culture', 'University presidents', 'Colleges & universities', 'Seminars', 'College campuses', 'Social networks']"
3110161456,Israel Is Defiant As Envoys Seek Cease-Fire Plan,2024-09-27,Newspapers,"['Stack, Liam', 'Kingsley, Patrick', 'Fassihi, Farnaz', 'Levenson, Michael']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.1,"['Hezbollah-Party of God', 'Hamas']","['813940', '813940']",,"['International relations', 'Militancy', 'Rockets', 'Prime ministers', 'Truces & cease fires']"
3110164036,THE WORLD; Israel says it will continue targeting Hezbollah; Prime minister vows to end militant rocket fire at border with Lebanon so displaced residents can return.,2024-09-27,Newspapers,"['Mroue, Bassem', 'Lidman, Melanie']",46999,Los Angeles Times,Los Angeles,CA,Los Angeles Times Communications LLC,,Articles - All Types,English,A.3,"['Hezbollah-Party of God', 'Hamas']","['813940', '813940']",,"['Militancy', 'Military air strikes', 'Prime ministers', 'Truces & cease fires']"
3110164041,"THE WORLD; What is the Axis of Resistance, and what does it mean for Israel? Iran-backed coalition that includes Hamas, Hezbollah and other groups aims to destroy a common enemy.",2024-09-27,Newspapers,"['Bulos, Nabih']",46999,Los Angeles Times,Los Angeles,CA,Los Angeles Times Communications LLC,,Articles - All Types,English,A.3,"['Hezbollah-Party of God', 'Hamas']","['813940', '813940']",,"['Paramilitary groups', 'Diplomatic & consular services', 'Palestinian people', 'Missiles', 'Militancy', 'Assassinations & assassination attempts', 'Militia groups', 'Truces & cease fires', 'Israel Hamas War-2023']"
3110170911,World News: Zelensky Aims to Take Fight to Russia,2024-09-27,Newspapers,"['Wise, Lindsay', 'Seligman, Lara', 'Lucey, Catherine']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.8,['Congress-US'],['921120'],"['Executive Offices', 'Legislative Bodies', 'Political Organizations']","['Presidents', 'Bipartisanship', 'Missiles', 'Political leadership', 'Legislators', 'Military aid', 'Military strategy']"
3110170924,World News: World Watch,2024-09-27,Newspapers,,10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.10,,,,"['Agriculture', 'Gross Domestic Product--GDP', 'Meat industry', 'Agricultural production', 'Capital punishment', 'Economic growth']"
3110170925,World-Wide,2024-09-27,Newspapers,,10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.1,,,,['Truces & cease fires']
3110170934,Hezbollah Is Divided On Tactics In Battle With Israel,2024-09-27,Newspapers,"['Said, Summer']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.1,"['Hezbollah-Party of God', 'Center for Strategic & International Studies']","['813940', '541720']",,"['Missiles', 'Military air strikes', 'Paramilitary groups', 'Military strategy']"
3110170954,World News: Israel Casts Doubt on Truce in Lebanon --- U.S. and France call for 21-day pause in fighting to avoid a ground invasion,2024-09-27,Newspapers,"['Peled, Anat', 'Kalin, Stephen']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.8,"['Hezbollah-Party of God', 'Hamas']","['813940', '813940']",,"['Truces & cease fires', 'Israel Hamas War-2023']"
3110232235,Americans are losing interest in our nation's crucial role in the world,2024-09-27,Newspapers,"['Rowley, Storer H', 'Franklin, Stephen', 'Sisco, John']",46852,Chicago Tribune,Chicago,IL,"Tribune Publishing Company, LLC",60611.0,Articles - All Types,English,7,"['Northwestern University', 'North Atlantic Treaty Organization--NATO']","['611310', '928120']",,"['Diplomacy', 'Debates', 'Alliances', 'Political campaigns', 'Presidential elections', 'Democracy', 'Voters', 'Isolationism', 'Public opinion surveys', 'Foreign policy', 'International relations']"
3110526983,Israel Bombs Residential Site in Effort to Kill Hezbollah Leader,2024-09-28,Newspapers,"['Bergman, Ronen', 'Barnes, Julian E', 'Stack, Liam', 'Fassihi, Farnaz', 'Levenson, Michael']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,,"['Hezbollah-Party of God', 'New York Times Co', 'United Nations--UN', 'United Nations Security Council', 'Hamas']","['813940', '513110', '516110', '516120', '928120', '928120', '813940']",,"['Councils', 'Diplomatic & consular services', 'Meetings', 'Bombings', 'High rise buildings', 'Military air strikes', 'Militia groups', 'Prime ministers', 'Truces & cease fires']"
3110526987,Israeli Bulldozers Flatten Mile After Mile in the West Bank,2024-09-28,Newspapers,"['Solomon, Erika', 'Leatherby, Lauren', 'Toler, Aric']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,,['Hamas'],['813940'],,"['Jewelry stores', 'Infrastructure', 'Assaults', 'Video recordings', 'Evacuations & rescues', 'International law', 'Palestinian people', 'Militancy', 'Refugee camps', 'Military air strikes', 'Military personnel', 'Explosives']"
